hospital_id,hospital_org_id,ein,name,name_cr,street_address,city,state,zip_code,fips_state_and_county_code,hospital_bed_count,chrch_affl_f,urban_location_f,children_hospital_f,memb_counc_teach_hosps_f,medicare_provider_number,county,hospital_bed_size,updated_dt
1729,1339,453808607,Mercy Mccune Brooks Hospital,,3125 Dr Russell Smith Way,Carthage,MO,64836,29097,49,Y,Y,N,N,260228,Jasper County,<100 beds,"November 20, 2023"
1730,1328,430654874,Southeast Health Center Of Reynolds County,,100 Hwy 21 N,Ellington,MO,63638,29179,25,N,N,N,N,260229,Reynolds County,<100 beds,"November 20, 2023"
1731,1340,440537826,Community Hospital Association  Inc,Community Hospital Association  Inc,26136 Us Highway 59,Fairfax,MO,64446,29005,25,N,N,N,N,261303,Atchison County,<100 beds,"November 20, 2023"
1732,1341,430715842,Pershing Memorial Hospital,Pershing Memorial Hospital,130 East Lockling,Brookfield,MO,64623,29115,25,N,N,N,N,261307,Linn County,<100 beds,"November 20, 2023"
1733,1342,431707306,Wright Memorial Hospital,Wright Memorial Hospital,191 Iowa Blvd,Trenton,MO,64683,29079,25,N,N,N,N,261309,Grundy County,<100 beds,"November 20, 2023"
1734,1343,431741457,Perry County Memorial Hospital,Perry County Memorial Hospital,434 North West Street,Perryville,MO,63775,29157,25,N,N,N,N,261311,Perry County,<100 beds,"November 20, 2023"
1735,527,753052953,Parkland Hlth Ctr - Bonne Terre,Parkland Hlth Ctr - Bonne Terre,7245 Raider Road,Bonne Terre,MO,63628,29187,3,N,N,N,N,261315,St. Francois County,<100 beds,"November 20, 2023"
1736,1344,431936696,Mercy Hospital Aurora,Mercy Hospital Aurora,500 Porter Street,Aurora,MO,65605,29109,25,Y,N,N,N,261316,Lawrence County,<100 beds,"November 20, 2023"
1737,1345,431936699,Mercy Hospital Cassville,Mercy Hospital Cassville,94 Main,Cassville,MO,65625,29009,18,Y,N,N,N,261317,Barry County,<100 beds,"November 20, 2023"
1738,1346,472219204,Mercy Hospital Lincoln,Mercy Hospital Lincoln,1000 East Cherry Street,Troy,MO,63379,29113,25,N,Y,N,N,261319,Lincoln County,<100 beds,"November 20, 2023"
1739,1347,431735565,Hedrick Medical Center,Hedrick Medical Center,2799 N Washington St,Chillicothe,MO,64601,29117,25,N,N,N,N,261321,Livingston County,<100 beds,"November 20, 2023"
1740,1349,823300758,Barton County Memorial Hospital,Barton County Memorial Hospital,29 Northwest First Lane,Lamar,MO,64759,29011,25,N,N,N,N,261325,Barton County,<100 beds,"November 20, 2023"
1741,1339,453808607,Mccune - Brooks Hospital,Mccune-Brooks Regional Hospital,3125 Dr Russell Smith Way,Carthage,MO,64836,29097,35,N,Y,N,N,261326,Jasper County,<100 beds,"November 20, 2023"
1742,1350,440580870,Northwest Medical Center,Northwest Medical Center,College And Clark Streets,Albany,MO,64402,29075,25,N,N,N,N,261328,Gentry County,<100 beds,"November 20, 2023"
1743,1351,431656689,Cox-Monett Hospital,Cox-Monett Hospital,801 Lincoln Avenue,Monett,MO,65708,29009,25,N,N,N,N,261329,Barry County,<100 beds,"November 20, 2023"
1744,1352,431240629,Freeman Neosho Hospital,Freeman Neosho Hospital,113 W Hickory St,Neosho,MO,64850,29145,25,N,Y,N,N,261331,Newton County,<100 beds,"November 20, 2023"
1745,1353,440629397,Carroll County Hospital,Carroll County Hospital,1502 North Jefferson,Carrollton,MO,64633,29033,25,N,N,N,N,261332,Carroll County,<100 beds,"November 20, 2023"
1746,1354,440607149,Mercy St Francis Hospital,Mercy St Francis Hospital,Us Highway 60,Mountain View,MO,65548,29091,25,N,N,N,N,261335,Howell County,<100 beds,"November 20, 2023"
1747,527,753052953,Missouri Baptist Sullivan Hospital,Missouri Baptist Sullivan Hospital,751 Sappington Bridge Road,Sullivan,MO,63080,29055,50,N,N,N,N,261337,Crawford County,<100 beds,"November 20, 2023"
1748,1339,453808607,Mercy Hospital Carthage,Mercy Hospital Carthage,3125 Dr Russell Smith Way,Carthage,MO,64836,29097,49,N,Y,N,N,261338,Jasper County,<100 beds,"November 20, 2023"
1749,1328,430654874,Southeast Health Center Of Reynolds,Southeast Health Center Of Reynolds,100 Highway 21 N,Ellington,MO,63638,29179,25,N,N,N,N,261339,Reynolds County,<100 beds,"November 20, 2023"
1750,1355,430738490,Ssm Cardinal Glennon Childrens Hospit,,1465 S Grand Blvd,Saint Louis,MO,63104,29510,190,N,Y,Y,Y,263300,St. Louis city,100-299 beds,"November 20, 2023"
1751,527,753052953,St Louis Childrens Hospital,St Louis Childrens Hospital,One Childrens Place,St Louis,MO,63110,29510,235,N,Y,Y,Y,263301,St. Louis city,100-299 beds,"November 20, 2023"
1752,833,440605373,Childrens Mercy Hospital,Childrens Mercy Hospital,2401 Gillham Road,Kansas City,MO,64108,29095,263,N,Y,Y,Y,263302,Jackson County,100-299 beds,"November 20, 2023"
1753,1356,430666765,Ranken Jordan,Ranken Jordan,11365 Dorsett Rd,Maryland Heights,MO,63043,29189,60,N,Y,Y,N,263303,St. Louis County,<100 beds,"November 20, 2023"
1754,256,362193608,Shriners Hospital For Children,Shriners Hospital For Children,4400 Clayton Ave,St Louis,MO,63110,29510,80,N,Y,Y,N,263304,St. Louis city,<100 beds,"November 20, 2023"
1755,1357,810233121,St Peters Hospital,St Peters Hospital,2475 Broadway,Helena,MT,59601,30049,99,N,N,N,N,270003,Lewis and Clark County,<100 beds,"November 20, 2023"
1756,1358,810231784,Billings Clinic,Billings Clinic,2800 Tenth Avenue North,Billings,MT,59107,30111,304,N,Y,N,N,270004,Yellowstone County,>299 beds,"November 20, 2023"
1757,1359,810232122,Benefis Hospitals  Inc,Benefis Hospitals  Inc,1101 26th Street South,Great Falls,MT,59405,30013,398,N,Y,N,N,270012,Cascade County,>299 beds,"November 20, 2023"
1758,1360,810231793,St Patrick Hospital,St Patrick Hospital,500 W Broadway St,Missoula,MT,59802,30063,253,Y,Y,N,Y,270014,Missoula County,100-299 beds,"November 20, 2023"
1759,1361,810231785,Saint James Healthcare,Saint James Healthcare,400 South Clark,Butte,MT,59701,30093,98,N,N,N,N,270017,Silver Bow County,<100 beds,"November 20, 2023"
1760,1362,810247705,Community Medical Center Inc,,2827 Fort Missoula Rd,Missoula,MT,59804,30063,151,N,Y,N,Y,270023,Missoula County,100-299 beds,"November 20, 2023"
1761,1363,810231787,Northern Montana Hospital,Northern Montana Hospital,30 13th Street,Havre,MT,59501,30041,49,N,N,N,N,270032,Hill County,<100 beds,"November 20, 2023"
1762,1364,810232124,St Vincent Healthcare,St Vincent Healthcare,1233 N 30th Street,Billings,MT,59101,30111,286,Y,Y,N,Y,270049,Yellowstone County,100-299 beds,"November 20, 2023"
1763,1365,237293874,Logan Health Medical Center,Logan Health Medical Center,310 Sunnyview Lane,Kalispell,MT,59901,30029,160,N,N,N,N,270051,Flathead County,100-299 beds,"November 20, 2023"
1764,1367,474717998,Bozeman Deaconess Health Services,Bozeman Deaconess Health Services,915 Highland Blvd,Bozeman,MT,59715,30031,86,N,N,N,N,270057,Gallatin County,<100 beds,"November 20, 2023"
1765,1368,810420653,Healthcenter Northwest,Healthcenter Northwest,320 Sunnyview Lane,Kalispell,MT,59901,30029,28,N,N,N,Y,270087,Flathead County,<100 beds,"November 20, 2023"
1766,1366,810232121,Big Sky Medical Center,Big Sky Medical Center,334 Town Center Ave,Big Sky,MT,59716,30031,4,N,N,N,N,270089,Gallatin County,<100 beds,"November 20, 2023"
1767,1369,810226578,Northeast Montana Healthcare-Poplar,Northeast Montana Healthcare-Poplar,Court Ave,Poplar,MT,59255,30085,20,N,N,N,N,271300,Roosevelt County,<100 beds,"November 20, 2023"
1768,1370,363808993,Fallon Medical Complex,Fallon Medical Complex,202 South 4th Street West,Baker,MT,59313,30025,25,N,N,N,N,271301,Fallon County,<100 beds,"November 20, 2023"
1769,1371,810264548,Dahl Memorial Healthcare Assoc,Dahl Memorial Healthcare Assoc,215 Sandy Street,Ekalaka,MT,59324,30011,25,N,N,N,N,271302,Carter County,<100 beds,"November 20, 2023"
1770,1372,810269223,Mccone County Health Center,Mccone County Health Center,605 Sullivan Avenue,Circle,MT,59215,30055,25,N,N,N,N,271305,McCone County,<100 beds,"November 20, 2023"
1771,1373,810255832,Mountainview Medical Center,Mountainview Medical Center,16 West Main,White Sulpher Springs,MT,59645,30059,25,N,N,N,N,271306,Meagher County,<100 beds,"November 20, 2023"
1772,1374,473448483,Benefis Teton Medical Center,Benefis Teton Medical Center,915 Fourth Street Nw,Choteau,MT,59422,30099,25,N,N,N,N,271307,Teton County,<100 beds,"November 20, 2023"
1773,1375,810373589,Roosevelt Medical Center,Roosevelt Medical Center,818 2nd Avenue East,Culbertson,MT,59218,30085,25,N,N,N,N,271308,Roosevelt County,<100 beds,"November 20, 2023"
1774,1376,810291695,Big Sandy Medical Center,Big Sandy Medical Center,166 Montana Avenue,Big Sandy,MT,59520,30015,8,N,N,N,N,271311,Chouteau County,<100 beds,"November 20, 2023"
1775,1377,816016152,Phillips County Hospital,Phillips County Hospital,311 South 8th Ave East,Malta,MT,59538,30071,6,N,N,N,Y,271312,Phillips County,<100 beds,"November 20, 2023"
1776,1378,475437700,Pioneer Medical Center,Pioneer Medical Center,301 West 7th,Big Timber,MT,59011,30097,25,N,N,N,N,271313,Sweet Grass County,<100 beds,"November 20, 2023"
1777,1379,810469886,Deer Lodge Medical Center,Deer Lodge Medical Center,1100 Hollenback Lane,Deer Lodge,MT,59722,30077,16,N,N,N,N,271314,Powell County,<100 beds,"November 20, 2023"
1778,1380,810231786,Frances Mahon Deaconess Hospital,Frances Mahon Deaconess Hospital,621 Third Street South,Glasgow,MT,59230,30105,25,N,N,N,N,271316,Valley County,<100 beds,"November 20, 2023"
1779,1381,810378200,Livingston Healthcare,Livingston Healthcare,320 Alpenglow Lane,Livingston,MT,59047,30067,25,N,N,N,N,271317,Park County,<100 beds,"November 20, 2023"
1780,1382,264230898,Barrett Hospital And Healthcare,Barrett Hospital And Healthcare,600 Mt Hwy 91 S,Dillon,MT,59725,30001,18,N,N,N,N,271318,Beaverhead County,<100 beds,"November 20, 2023"
1781,1383,810241755,Cabinet Peaks Medical Center,Cabinet Peaks Medical Center,209 Health Park Drive,Libby,MT,59923,30053,25,N,N,N,N,271320,Lincoln County,<100 beds,"November 20, 2023"
1782,1384,810392231,Wheatland Memorial Healthcare,Wheatland Memorial Healthcare,530 3rd Street Nw,Harlowton,MT,59036,30107,25,N,N,N,N,271321,Wheatland County,<100 beds,"November 20, 2023"
1783,1385,810243720,Sheridan Memorial Hospital,Sheridan Memorial Hospital,440 W Laurel Ave,Plentywood,MT,59254,30091,19,N,N,N,N,271322,Sheridan County,<100 beds,"November 20, 2023"
1784,1386,810475376,Clark Fork Valley Hospital,Clark Fork Valley Hospital,10 Kruger Road,Plains,MT,59859,30089,16,N,N,N,N,271323,Sanders County,<100 beds,"November 20, 2023"
1785,1387,810232406,Logan Health Conrad,Logan Health Conrad,805 Sunset Blvd,Conrad,MT,59425,30073,20,N,N,N,N,271324,Pondera County,<100 beds,"November 20, 2023"
1786,1388,810221486,St Luke Community Hospital,St Luke Community Hospital,107 6th Avenue Southwest,Ronan,MT,59864,30047,25,N,N,N,N,271325,Lake County,<100 beds,"November 20, 2023"
1787,1389,810224734,Beartooth Billings Clinic,Beartooth Billings Clinic,2525 North Broadway,Red Lodge,MT,59806,30009,10,N,Y,N,N,271326,Carbon County,<100 beds,"November 20, 2023"
1788,1390,810405434,Rosebud Community Hospital,Rosebud Community Hospital,3,Forsyth,MT,59327,30087,24,N,N,N,N,271327,Rosebud County,<100 beds,"November 20, 2023"
1789,1391,862327525,Logan Health Shelby,Logan Health Shelby,640 Park Drive,Shelby,MT,59474,30101,21,N,N,N,N,271328,Toole County,<100 beds,"November 20, 2023"
1790,1392,810236460,Madison Valley Medical Center,Madison Valley Medical Center,217 North Main,Ennis,MT,59019,30057,16,N,N,N,Y,271329,Madison County,<100 beds,"November 20, 2023"
1791,1393,810286525,Stillwater Billings Clinic,Stillwater Billings Clinic,710 N 11th Street,Columbus,MT,59019,30095,10,N,N,N,N,271330,Stillwater County,<100 beds,"November 20, 2023"
1792,1394,810421823,Mineral Community Hospital,Mineral Community Hospital,1208 6th Ave East,Superior,MT,59872,30061,25,N,N,N,N,271331,Mineral County,<100 beds,"November 20, 2023"
1793,1395,816016016,Glendive Medical Center Inc,Glendive Medical Center Inc,202 Prospect Drive,Glendive,MT,59330,30021,25,N,N,N,N,271332,Dawson County,<100 beds,"November 20, 2023"
1794,1396,810398400,Billings Clinic Broadwater,Billings Clinic Broadwater,110 North Oak Street,Townsend,MT,59644,30007,9,N,N,N,N,271333,Broadwater County,<100 beds,"November 20, 2023"
1795,1397,810515463,Liberty County Hospital,Liberty County Hospital,315 W Madison Ave,Chester,MT,59522,30051,25,N,N,N,N,271334,Liberty County,<100 beds,"November 20, 2023"
1796,1398,810303913,Community Hospital Of Anaconda,Community Hospital Of Anaconda,401 West Pennsylvania,Anaconda,MT,59711,30023,25,N,N,N,N,271335,Deer Lodge County,<100 beds,"November 20, 2023"
1797,1399,810247969,Logan Health Whitefish,Logan Health Whitefish,1600 Hospital Way,Whitefish,MT,59937,30029,25,N,N,N,N,271336,Flathead County,<100 beds,"November 20, 2023"
1798,1400,810530457,Logan Health  Cutbank,Logan Health  Cutbank,802 Second Street Se,Cutbank,MT,59427,30035,20,N,N,N,N,271337,Glacier County,<100 beds,"November 20, 2023"
1799,1401,810384618,Big Horn Hospital,Big Horn Hospital,17 North Miles Avenue,Hardin,MT,59034,30003,25,N,N,N,N,271338,Big Horn County,<100 beds,"November 20, 2023"
1800,1402,810240726,Marcus Daly Memorial Hospital,Marcus Daly Memorial Hospital,1200 Westwood Drive,Hamilton,MT,59840,30081,25,N,N,N,N,271340,Ravalli County,<100 beds,"November 20, 2023"
1801,1369,810226578,Northeast Montana Health Services,Northeast Montana Health Services,315 Knapp Street,Wolf Point,MT,59201,30085,22,N,N,N,N,271341,Roosevelt County,<100 beds,"November 20, 2023"
1802,1403,816016920,Daniels Memorial Hospital,Daniels Memorial Hospital,105 5th Avenue,Scobey,MT,59263,30019,25,N,N,N,N,271342,Daniels County,<100 beds,"November 20, 2023"
1803,1404,810463482,Providence St Joseph Medical Ctr,Providence St Joseph Medical Ctr,6 13th Ave E,Polson,MT,59860,30047,22,N,N,N,N,271343,Lake County,<100 beds,"November 20, 2023"
1804,1405,810233499,Sidney Health Center,Sidney Health Center,216 14th Avenue Sw,Sidney,MT,59270,30083,25,N,N,N,N,271344,Richland County,<100 beds,"November 20, 2023"
1805,1406,237169043,Central Montana Medical Center,Central Montana Medical Center,408 Wendell Avenue,Lewistown,MT,59457,30027,25,N,N,N,N,271345,Fergus County,<100 beds,"November 20, 2023"
1806,1407,810245848,Roundup Memorial Healthcare,Roundup Memorial Healthcare,1202 3rd Street West,Roundup,MT,59072,30065,25,N,N,N,N,271346,Musselshell County,<100 beds,"November 20, 2023"
1807,1408,810231792,Holy Rosary Healthcare,Holy Rosary Healthcare,2600 Wilson Street,Miles City,MT,59301,30017,25,N,N,N,N,271347,Custer County,<100 beds,"November 20, 2023"
1808,1366,810232121,Big Sky Medical Center,Big Sky Medical Center,334 Town Center Ave,Big Sky,MT,59716,30031,4,N,N,N,N,271389,Gallatin County,<100 beds,"November 20, 2023"
1809,1409,470376552,Bryan Medical Center,Bryan Medical Center,1600 South 48 Th Street,Lincoln,NE,68506,31109,630,N,Y,N,Y,280003,Lancaster County,>299 beds,"November 20, 2023"
1810,1409,470376552,Bryan Medical Center West,,2300 S 16th St,Lincoln,NE,68502,31109,252,N,Y,N,Y,280005,Lancaster County,100-299 beds,"November 20, 2023"
1811,1410,470379755,Chi Health Good Samaritan,Chi Health Good Samaritan,10 E 31st Street,Kearney,NE,68847,31019,165,Y,N,N,Y,280009,Buffalo County,100-299 beds,"November 20, 2023"
1812,1411,911858433,The Nebraska Medical Center,,987400 Nebraska Medical Center,Omaha,NE,68198,31055,689,N,Y,N,Y,280013,Douglas County,>299 beds,"November 20, 2023"
1813,1412,470379836,Chi Health St Elizabeth,Chi Health St Elizabeth,555 South 70th Street,Lincoln,NE,68510,31109,265,N,Y,N,Y,280020,Lancaster County,100-299 beds,"November 20, 2023"
1814,1413,470376601,Chi Health St Francis,Chi Health St Francis,2620 W Faidley Avenue,Grand Island,NE,68802,31079,130,Y,Y,N,Y,280023,Hall County,100-299 beds,"November 20, 2023"
1815,728,470484764,Chi Health-Creighton Univ Med Center,Chi Health-Creighton Univ Med Center,601 North 30th Street,Omaha,NE,68131,31055,334,N,Y,N,Y,280030,Douglas County,>299 beds,"November 20, 2023"
1816,1416,470378779,Mary Lanning Memorial Hospital Assoc,Mary Lanning Memorial Hospital Assoc,715 North St Joseph Avenue,Hastings,NE,68901,31001,163,N,N,N,N,280032,Adams County,100-299 beds,"November 20, 2023"
1817,1417,470376604,Nebraska Methodist Hospital,Nebraska Methodist Hospital,8303 Dodge Street,Omaha,NE,68114,31055,430,N,Y,N,Y,280040,Douglas County,>299 beds,"November 20, 2023"
1818,728,470484764,Chi Health Creighton University Berg,Chi Health Creighton University Berg,7500 Mercy Road,Omaha,NE,68124,31055,400,N,Y,N,Y,280060,Douglas County,>299 beds,"November 20, 2023"
1819,1418,470385129,Regional West Medical Center,Regional West Medical Center,4021 Avenue B,Scottsbluff,NE,69361,31157,166,N,N,N,Y,280061,Scotts Bluff County,100-299 beds,"November 20, 2023"
1820,1419,470662290,Great Plains Health,Great Plains Health,601 W Leota St,North Platte,NE,69101,31111,116,N,N,N,Y,280065,Lincoln County,100-299 beds,"November 20, 2023"
1821,1420,831362276,Fremont Health,Fremont Health,450 East 23rd St,Fremont,NE,68025,31053,90,N,N,N,N,280077,Dodge County,<100 beds,"November 20, 2023"
1822,1421,470376615,Chi Health Immanuel,Chi Health Immanuel,6901 North 72nd Street,Omaha,NE,68122,31055,356,N,Y,N,N,280081,Douglas County,>299 beds,"November 20, 2023"
1823,1415,470757164,Chi Health Midlands,Chi Health Midlands,11111 South 84th Street,Papillion,NE,68046,31153,131,Y,Y,N,N,280105,Sarpy County,100-299 beds,"November 20, 2023"
1824,1422,470542043,Columbus Community Hospital,Columbus Community Hospital,4600 38th Street,Columbus  Nebraska,NE,68602,31141,47,N,N,N,N,280111,Platte County,<100 beds,"November 20, 2023"
1825,1423,470796875,Faith Regional Health Services,Faith Regional Health Services,1500 Koenigstein Ave,Norfolk,NE,68701,31119,133,Y,N,N,N,280125,Madison County,100-299 beds,"November 20, 2023"
1826,1424,392031968,Chi Health Nebraska Heart,Chi Health Nebraska Heart,7500 South 91st Street,Lincoln,NE,68526,31109,63,N,Y,N,Y,280128,Lancaster County,<100 beds,"November 20, 2023"
1827,1415,470757164,Chi Health Lakeside,Chi Health Lakeside,16901 Lakeside Hills Ct,Omaha,NE,68130,31055,157,Y,Y,N,N,280130,Douglas County,100-299 beds,"November 20, 2023"
1828,1411,911858433,Bellevue Medical Center,Bellevue Medical Center,2500 Bellevue Medical Center,Bellevue,NE,68123,31153,91,N,Y,N,Y,280132,Sarpy County,<100 beds,"November 20, 2023"
1829,1425,352621082,Grand Island Regional Medical Center,Grand Island Regional Medical Center,3533 Prairieview St,Grand Island,NE,68803,31079,67,N,Y,N,N,280139,Hall County,<100 beds,"November 20, 2023"
1830,1426,470537192,Niobrara Valley Hospital,Niobrara Valley Hospital,Highway 12 & Fifth Street,Lynch,NE,68746,31015,20,N,N,N,N,281303,Boyd County,<100 beds,"November 20, 2023"
1831,1427,470366569,Henderson Health Care Services,Henderson Health Care Services,1621 Front Street,Henderson,NE,68371,31185,13,N,N,N,N,281308,York County,<100 beds,"November 20, 2023"
1832,1428,391904975,Regional West Garden County Hospital,Regional West Garden County Hospital,1100 West 2nd St,Oshkosh,NE,69154,31069,10,N,N,N,N,281310,Garden County,<100 beds,"November 20, 2023"
1833,1429,470388012,Brodstone Memorial Hospital,Brodstone Memorial Hospital,520 East 10th Street,Superior,NE,68978,31129,25,N,N,N,N,281315,Nuckolls County,<100 beds,"November 20, 2023"
1834,1430,470468078,Jefferson Community Health Center,Jefferson Community Health Center,2200 North H Street,Fairbury,NE,68352,31095,17,N,N,N,N,281319,Jefferson County,<100 beds,"November 20, 2023"
